authors,#enterseriesname,#enterseriesindex,title,#titleparttwo,series,series_index
"Richard Alanson","A Carter McBride Supernatural Thriller","2","TAINTED SPIRITS","","A Carter McBride Supernatural Thriller","2.0"
"Richard Alanson","A Carter McBride Supernatural Thriller","1","BELIEVE in DEMONS","","A Carter McBride Supernatural Thriller","1.0"
"Richard Adams Carey","","","In the Evil Day","","","1.0"
"Sara Daniell","","","An Unfortunate Journey","","","1.0"
"Rhoda Baxter","","","Snowed In","","","1.0"
"Rebecca Zanetti","","","BLAZE ERUPTING","Scorpius Syndrome/A Brigade Novella","","1.0"
"Rebecca King","","","Hiding Rose","","","1.0"
"Rebecca King","","","A Scandal Most Daring","","","1.0"
"Rati Mehrotra","","","Markswoman","","","1.0"
"Rebecca King","","","Reckless Desire","","","1.0"
"Rajamayyoor Sharma","","","Age of Azmoq_The Valantian Imperium","","","1.0"
"R.S. Broadhead","Emerald Coast","1","Fearlessly Yours","","Emerald Coast","1.0"
"R.D. Vallier","Darkshine Series","2","Dark Ember","","Darkshine Series","2.0"
"R.D. Vallier","Darkshine Series","1","Darkshine","","Darkshine Series","1.0"
"RC Bridgestock","DI Jack Dylan novel","","When The Killing Starts","","DI Jack Dylan novel","1.0"
"RC Bridgestock","","","Killer Smile","","","1.0"
"Preston Walker","Wishing On Love","6","Alpha Principal","A Wolf Shifter Mpreg Romance","Wishing On Love","6.0"
"Randall Silvis","","","Walking the Bones","","","1.0"
"Phyllis Ann Karr","","","All But a Pleasure","","","1.0"
"Phyllis Ann Karr","","","The Idylls of the Queen","","","1.0"
"Phil Gabriel","Roppongi Enchangers","4","The Haunted Onsen","","Roppongi Enchangers","4.0"
"Phil Gabriel","Roppongi Enchangers","3","Mages in Manhattan","","Roppongi Enchangers","3.0"
"Phil Gabriel","Roppongi Enchangers","1","The Ghost in Roppongi Station","","Roppongi Enchangers","1.0"
"Phil Gabriel","Roppongi Enchangers","2","A Kitsune's Tale","","Roppongi Enchangers","2.0"
"Paul Fleischman","","","Saturnalia","","","1.0"
"Patrick Logan","","","Shadow Suspect","","","1.0"
"Patrick F. Johnson","","","Custodian_Monster of Earth Book One","","","1.0"
"KT Morrison","","","The Size Anthology","","","1.0"
"KT Morrison","Cayman Proxy","6","Renaissance","An erotic hotwife suspense series","Cayman Proxy","6.0"
"KT Morrison","Cayman Proxy","5","Infidelity","An erotic hotwife suspense series","Cayman Proxy","5.0"
"KT Morrison","","","Cherry Blossoms","A Losing His Wife Novel","","1.0"
"K. Gresham","Pastor Matt Hayden Mystery","1","The Preacher's First Murder","","Pastor Matt Hayden Mystery","1.0"
"George S. Mahaffey Jr. & Kyle Noe & Justin Sloan","Seppukarian","5","Syndicate Wars_Empire Rising","","Seppukarian","5.0"
"John Domus Cruo","","","Deathcreator Book One","A Flesh Golem's Ascension","","1.0"
"Jo Simmons","","","I Swapped My Brother On The Internet","","","1.0"
"Jo Grafford","Vikings Saga","2","Viking Born","","Vikings Saga","2.0"
"Jennifer Lin","","","Shanghai Faithful","","","1.0"
"Jen Carter","Otto Viti Mysteries","2","Fired and Inflamed","","Otto Viti Mysteries","2.0"
"Jen Carter","Otto Viti Mysteries","1","Must Be Murder","","Otto Viti Mysteries","1.0"
"Jason Lenov","","","The Preacher's Wife","A Hotwife Fantasy Novel","","1.0"
"Jason Lenov","","","The Neighborhood Wife","A Hotwife Fantasy","","1.0"
"Jason Lenov","","","The Hotel Wife","A Hotwife Fantasy","","1.0"
"Jason Lenov","","","The Company WIfe","A Hotwife Fantasy","","1.0"
"Jason Lenov","","","The Cabin Wife","A Hotwife Fantasy","","1.0"
"Jason Lenov","","","The Club Wife","A Hotwife Fantasy","","1.0"
"J B Forest","Inner Space Adventures","1","Fate","","Inner Space Adventures","1.0"
"Zoey Draven","","","Wicked Captor","","","1.0"
"Zoe Blake","","","Dark Deception","","","1.0"
"Petie McCarty","Lords in Time","1","Duke Du Jour","","Lords in Time","1.0"
"Lauren D. M. Smith","","","Heart of Crystal","","","1.0"
"Larissa Ione","Demonica/1001 Dark Nights","11.5","Hades","","Demonica/1001 Dark Nights","11.5"
"Larissa Ione","Demonica/1001 Dark Nights","","Azagoth","","Demonica/1001 Dark Nights","1.0"
"Larissa Ione","","","Pleasure Unbound","","","1.0"
"Laken Cane","Waifwater Chronicles","2","Unpredictable","","Waifwater Chronicles","2.0"
"Kris T. Bethke","","","Ghost of a Chance","","","1.0"
"Katherine Paterson","","","My Brigadista Year","","","1.0"
"Jude Hardin","Reacher Experiment","4","Kill Shot","","Reacher Experiment","4.0"
"Jude Hardin","Reacher Experiment","3","No Escape","","Reacher Experiment","3.0"
"Jude Hardin","Jack Reacher Files","","VELOCITY","","Jack Reacher Files","1.0"
"John W. Mefford","An Ozzie Novak Thriller","3","ON The Rocks","","An Ozzie Novak Thriller","3.0"
"John David Buchanan","","","Jump Starting the Universe Book Bundle","","","1.0"
"Jill Shalvis","","","It Had to Be You","","","1.0"
"Jill Shalvis","An Animal Magnetism Novel","","Rumor Has It","","An Animal Magnetism Novel","1.0"
"Ivy Jordan","","","Quarterback's Secret Baby","(A Secret Baby Sports Romance)(A Secret Baby Sports Romance)","","1.0"
"Honey Palomino","GODS OF CHAOS MC","6","SAVING GRACE","","GODS OF CHAOS MC","6.0"
"Erin Wright","Firefighters of Long Valley","1","Flames of Love","A Western Firefighter Romance Novel","Firefighters of Long Valley","1.0"
"Erin Lafayette","New Blood","1","One True Mate_Shifter's Haven","","New Blood","1.0"
"Donna Walo Clancy","Jams, Jellies, and Murder","3","JAMMED WITH MURDER","","Jams, Jellies, and Murder","3.0"
"Diane Capri","","","Don't Know Jack","","","1.0"
"Dahlia Kent","Melbrooke Menace","","Exhibited_A Dark Romance","","Melbrooke Menace","1.0"
"Chad Spencer","Possessor Wars","4","The Split Skies","","Possessor Wars","4.0"
"Amelia Wilson","Sensual Abduction Series","2","Aeon Fugitive","Alien Menage Romance","Sensual Abduction Series","2.0"
"Amelia Wilson","Sensual Abduction Series","3","Aeon War","Alien Menage Romance","Sensual Abduction Series","3.0"
"Amelia Jade","Crimson Dragons","2","Dragon Seduction","","Crimson Dragons","2.0"
"Alissa Callen","","","His Christmas Cowgirl","","","1.0"
"Alice Ward","","","The Candidate","","","1.0"
"Alexander Gordon","","","Chronicles of Eden_Act XI","","","1.0"
"Alexander Gordon","","","Chronicles of Eden_Act X","","","1.0"
"Aleatha Romig","Infidelity","1","Respect","An Infidelity series Novel","Infidelity","1.0"
"Alen Rio","","","Rebellion","","","1.0"
"Gary Phillips","Akashic Noir","","Orange County Noir","","Akashic Noir","1.0"
"Sarah Cortez & Liz Martinez","Akashic Noir","","Indian Country Noir","","Akashic Noir","1.0"
"Tim McLoughlin","Akashic Noir Brooklyn Noir","3","Nothing but the Truth","","Akashic Noir Brooklyn Noir","3.0"
"Tim McLoughlin","Akashic Noir Brooklyn Noir","2","The Classics","","Akashic Noir Brooklyn Noir","2.0"
"Aileen Adams","Highland Heartbeats","5","A Captain's Heart","","Highland Heartbeats","5.0"
"Aeryn Leigh","Odin's Warriors","3","Königstiger","","Odin's Warriors","3.0"
"Adrienne Woods","Dream Casters","2","Dream Caster_Shadow","","Dream Casters","2.0"
"Adrienne Woods","Beam Series","2","Darkbeam","a Dragonian Series Novel","Beam Series","2.0"
"Adele Clee","Lost Ladies of London","3","The Scandalous Lady Sandford","","Lost Ladies of London","3.0"
"Addison Fox","","","Colton K-9 Cop","","","1.0"
"A. W. Blakely","Old Age Pensioner Investigations OAPI Cozy Mysteries","2","Old Age Private Oh My!","","Old Age Pensioner Investigations OAPI Cozy Mysteries","2.0"
"Zoey Thames","","","Curves for the Cage","","","1.0"
"Zoey Thames","","","Curves for Shifters","","","1.0"
"Zoey Thames","","","Curves for Fighters","","","1.0"
"Zoey Thames","","","Table for Three","","","1.0"
"Yumoyori Wilson","","","Ryder","","","1.0"
"Xavier Axelson","","","Dutch's Boy","","","1.0"
"William Fotheringham","","","Put Me Back on My Bike","","","1.0"
"W. Zach Griffith","","","Packed for the Wrong Trip","","","1.0"
"Virna DePaul","","","Deep Inside Google","","","1.0"
"Virna DePaul","Going Deep","2","Royally Deep","","Going Deep","2.0"
"Victoria Danann","Knights of Black Swan","12","Deliverance","","Knights of Black Swan","12.0"
"Timandra Whitecastle","Living Blade","2","On the Wheel","","Living Blade","2.0"
"Tami Kidd","","","Deadly Discovery","","","1.0"
"Tamara Mataya","Submission Games","2","Take Me","","Submission Games","2.0"
"T. S. Ryder & Abella Ward","","","The Shifter’s Prisoner","A Paranormal Romance","","1.0"
"Sylvia Townsend Warner","","","A Stranger with a Bag","","","1.0"
"Stephanie Rollins","Bitch Series","1","Revenge of a Fat Bitch","","Bitch Series","1.0"
"Stephanie Foxe","Witch’s Bite Series","3","Blood Magic","","Witch’s Bite Series","3.0"
"Stephanie Bedwell-Grime","","","Tropical Heat","","","1.0"
"Stasia Black","","","Ducking Ugly","a Menage Ugly Duckling Story (Stud Ranch Standalone)","","1.0"
"Stasia Black","","","The Virgin and the Beast","a Dark Erotic Beauty and the Beast Tale","","1.0"
"Shawn Lane","","","A Knight for All","","","1.0"
"Serenity Snow","","","Taken by the Wind","","","1.0"
"Scarlett J Rose","Romance on the Go","","The Indecent Proposal of Mrs. Cortez","","Romance on the Go","1.0"
"Sarah J. Stone","Wolf Mountain Peak","7","A Wolf's Journey","","Wolf Mountain Peak","7.0"
"Sara Jolene & Cowboys & Angels","Cowboys and Angels","8","Wooing the Widow","","Cowboys and Angels","8.0"
"Sara Jolene & Cowboys & Angels","Cowboys and Angels","4","Taming the Trainer","","Cowboys and Angels","4.0"
"Sandra Perron","","","Out Standing in the Field","","","1.0"
"S.L. Perrine","Blood Rites Trilogy","2","Turning the Stone","","Blood Rites Trilogy","2.0"
"Rose Fairbanks","","","One Autumn with Darcy","A Pride and Prejudice Anthology","","1.0"
"Rose Fairbanks & a Lady","","","Compromising Mr. Darcy","A Pride and Prejudice Variation Anthology","","1.0"
"Rose Fairbanks & a Lady","When Love Blooms","2","Renewed Hope","A Pride and Prejudice Variation","When Love Blooms","2.0"
"Rose Fairbanks & a Lady","When Love Blooms","1","Sufficient Encouragement","A Pride and Prejudice Variation","When Love Blooms","1.0"
"Rose Fairbanks","","","Mr. Darcy's Bluestocking Bride","","","1.0"
"Rose Dalziel","","","The Starlight Odyssey","A Historical Romance Part One","","1.0"
"Roger Moore","","","Roger Moore","À bientôt…","","1.0"
"Roe Valentine","Society Playboys","2","Playboy Boss","","Society Playboys","2.0"
"Rochelle Alers","","","Claiming the Captain's Baby","","","1.0"
"Robin Thorn","Death Kiss","1","Incubus Kiss","","Death Kiss","1.0"
"Robert D. Armstrong","World Apart","1","The Legion and the Lioness","","World Apart","1.0"
"Robert D. Armstrong","Echo Effect book","2","Symphony of Descension","","Echo Effect book","2.0"
"Raymond L. Weil","","","Earth Fall_Invasion","","","1.0"
"Raye Wagner","Sphinx","4","Fates and Furies","","Sphinx","4.0"
"Raye Wagner","Sphinx","1","Cursed by the Gods","","Sphinx","1.0"
"Phyllis Ann Karr","","","Inquisitor Dreams","","","1.0"
"Peggy Chambers","","","Stones of Sandhill Island","","","1.0"
"Paul Smith","","","The Murderer","A gripping psychological thriller with a shocking twist","","1.0"
"Paul Atreides","","","[Jenna's] Gang of Deadheads","","","1.0"
"Paul Atreides","","","Nathan's Clan of Deadheads","","","1.0"
"Parker Mayhem","Gaming The System","1","Gaming The System","","Gaming The System","1.0"
"P. J. Zander","","","Angeles Crest","","","1.0"
"Nora Phoenix","No Shame Series","4","No Shame","","No Shame Series","4.0"
"Nora Phoenix","No Shame Series","3","No Fear","","No Shame Series","3.0"
"Nora Phoenix","No Shame Series","2","No Limits","","No Shame Series","2.0"
"Nora Phoenix","No Shame Series","1","No Filter","","No Shame Series","1.0"
"Nick Cole","Apocalypse Weird","1","The Pawn in the Portal","A Wyrd Short Story","Apocalypse Weird","1.0"
"Nick Cole","Wyrd","3","The Lost Castle","","Wyrd","3.0"
"Neil McGarry & Daniel Ravipinto","","","The Ruling Mask","","","1.0"
"Neil Carstairs","Scarrett & Kramer","1","The Creator","","Scarrett & Kramer","1.0"
"Neil Carstairs","Scarrett & Kramer","2","The Anomaly","","Scarrett & Kramer","2.0"
"Natalie Grey & Michael Anderle","Frank Kurns Stories of the UnknownWorld","4","Challenges","","Frank Kurns Stories of the UnknownWorld","4.0"
"Nadine Nightingale","","","Fate","","","1.0"
"Na'amen Tilahun","","","The Root","","","1.0"
"Mott T. Greene","","","Alfred Wegener","","","1.0"
"Mixi J Applebottom","Locked House Hauntings","1","Deadlocked Dollhouse","","Locked House Hauntings","1.0"
"Michael Fowler","","","You're Next","","","1.0"
"Michael Coren","","","Gilbert","The Man Who was G. K. Chesterton","","1.0"
"Nick Cole & Michael Bunker","Diggers","4","Tunnel Rats","","Diggers","4.0"
"Merry Farmer","","","December Heart","","","1.0"
"Merri Maywether","Small Town Stories","2","Get Well Soon","","Small Town Stories","2.0"
"Mia Ford","","","Obsessed","A Billionaire Love Triangle","","1.0"
"Melissa Toppen","","","The Road to You","","","1.0"
"Melissa Toppen","","","When Dawn Breaks","","","1.0"
"Melanie Karsak","","","Scorched_Sun Extinction","The Burnt Earth Series Prequel","","1.0"
"Melissa Toppen","","","How We Fall","","","1.0"
"Maxine Marsh","","","Trouble Tied Up","","","1.0"
"Matthew Rozell","","","The Things Our Fathers Saw","The Untold Stories of the World War II Generation-Volume III: War in the Air—Combat, Captivity, and Reunion","","1.0"
"Matt Chisholm","","","McAllister 5","","","1.0"
"Matt Chisholm","","","McAllister 4","","","1.0"
"Neil Richards","","","The Body in the Woods","","","1.0"
"Mark J. Price","","","Mafia Cop Killers in Akron","","","1.0"
"Mark E. Smith","","","Renegade","The Lives and Tales of Mark E. Smith","","1.0"
"Marilyn Evans","","","Beloved Lives","","","1.0"
"Mariko Hihara","Yaoi Novel","","The Sundered","","Yaoi Novel","1.0"
"Mari Carr","","","White Knight","","","1.0"
"Maggie Dallen","Sexy in Spades","3","Desire for Days","","Sexy in Spades","3.0"
"Mari Carr","","","Black Jack","","","1.0"
"Madeline Martin","","","The Madam's Highlander","","","1.0"
"M.Z. Kelly","Hollywood Alphabet Series","","Hollywood Taken","","Hollywood Alphabet Series","1.0"
"M.Z. Kelly","","","Hollywood Quest","A Hollywood Alphabet Series Thriller","","1.0"
"Lyzie Carlisle","","","Alpha Defenders_Fury","","","1.0"
"Lyzie Carlisle","","","Alpha Defenders_Mate","","","1.0"
"Lyzie Carlisle","","","Alpha Defenders_Heat","","","1.0"
"M.R. Forbes","Forgotten","2","Forsaken","","Forgotten","2.0"
"Lucy Varna","","","The Gathering Storm","","","1.0"
"Lucy Lyons","","","The Vampire's Spell_The Black Wolf","","","1.0"
"Lucy Lyons","","","The Vampire's Spell_The Fae King","","","1.0"
"Louisa Heaton","","","Pregnant with His Royal Twins","","","1.0"
"Liz Meldon","Erotic Short Shorts","3","Bliss","","Erotic Short Shorts","3.0"
"Lucy Lyons","Dragon's Kin","9","The Vampire's Spell:","","Dragon's Kin","9.0"
"Linda Palmer","","","Ivy's Eyes","","","1.0"
"Lindsey R. Loucks","Wicked in the Stacks","1","Wicked Me","","Wicked in the Stacks","1.0"
"Lily Harlem","Challenge","4","Stowaways","Reverse Harem Romance","Challenge","4.0"
"Lily Harlem","Challenge","3","Runaways","Reverse Harem Romance","Challenge","3.0"
"Lili Zander & Rory Reynolds","Blood Prophecy","2","Dragon's Curse","A Reverse Harem Serial","Blood Prophecy","2.0"
"Lidiya Foxglove","","","Priestess Awakened","","","1.0"
"Lili Zander & Rory Reynolds","Blood Prophecy","1","Dragon's Thief","A Reverse Harem Serial","Blood Prophecy","1.0"
"Lena Mae Hill","Winslow Witch Chronicles","2","Sister of the Sea","A Reverse Harem Witch Series","Winslow Witch Chronicles","2.0"
"Lee Rose","Brook Hollow","2","Stay with Me","","Brook Hollow","2.0"
"Lena Mae Hill","Girl Among Wolves","3","Ghostly Snow","A Dark Fairy Tale Adaptation","Girl Among Wolves","3.0"
"Lee Rose","Brook Hollow","1","You Belong to Me","","Brook Hollow","1.0"
"Kennedy Layne","Keys to Love Series","1","Unlocking Fear","","Keys to Love Series","1.0"
"Ken Eareckson Tada & Joni Eareckson Tada & Larry Libby","","","Joni & Ken","","","1.0"
"Kelly St Clare","After Trilogy","3","The Reprisal","","After Trilogy","3.0"
"Kelly St. Clare","After Trilogy","2","The Return","","After Trilogy","2.0"
"Kellie McAllen","Holiday High Series","1","My Fake Valentine","","Holiday High Series","1.0"
"KathleenWolack","","","Windblown","","","1.0"
"Katherine Wyvern","","","Woman as a Foreign Language","","","1.0"
"Kate Allenton","","","Deadly Ties","","","1.0"
"Karla Sorensen","Bachelors of the Ridge","4","Michael","","Bachelors of the Ridge","4.0"
"Karilyn Bentley","","","Devil Take Me","","","1.0"
"Kara Lockharte","Space Shifter Chronicles","2","Taken By The Tigerlord","a sexy tiger shifter paranormal psychic space opera action romance","Space Shifter Chronicles","2.0"
"Kara Lockharte","","","The Lady and the Tigershifter","Space Shifters Chronicles Christmas","","1.0"
"Kai Wai Cheah","Covenant Chronicles","2","Hammer of the Witches","","Covenant Chronicles","2.0"
"Julia Kristeva","","","The Enchanted Clock","","","1.0"
"Julia Kristeva","","","Teresa, My Love","","","1.0"
"Joslyn Westbrook","Razzle My Dazzle","2","Haute Couture","","Razzle My Dazzle","2.0"
"John Etzil","Vigilante Justice Series 2 with Jack Lamburt","","Urban Justice","","Vigilante Justice Series 2 with Jack Lamburt","1.0"
"Jonathan Flatley","","","Like Andy Warhol","","","1.0"
"John Etzil","Jack Lamburt Vigilante Justice","","Fatal Justice: Vigilante Justice Series 1 With Jack Lamburt","","Jack Lamburt Vigilante Justice","1.0"
"John Benteen","","","Fargo 20","","","1.0"
"Jo Addison","","","Permission to Enter","","","1.0"
"JL Madore","Watchers of the Gray","1","Watcher Untethered","Dark Angels Paranormal Romance","Watchers of the Gray","1.0"
"Jenna Wolfhart","Protectors of Magic","2","Carved in Stone","","Protectors of Magic","2.0"
"Jenna Wolfhart","Protectors of Magic","1","Wings of Stone","","Protectors of Magic","1.0"
"Jason Anspach & Nick Cole","Galaxy's Edge","6","Prisoners of Darkness","","Galaxy's Edge","6.0"
"Nick Cole","","","Galaxy's Edge_Tin Man","","","1.0"
"Jane Stain","Dunskey Castle","7","Leif","A Time Travel Romance","Dunskey Castle","7.0"
"Jane Perky","Heart Stealers","1","Stealing His Heart Away","","Heart Stealers","1.0"
"Jane New","","","Every Game You Play","","","1.0"
"James Hunt","","","Missing Person","A Riveting Kidnapping Mystery- Book 2","","1.0"
